0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e+00,1.000e+00,0.000e+00,0.000e+00
1.000e+00,1.000e+00,1.000e+00,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e+00,1.000e+00,0.000e+00,0.000e+00
1.000e+00,1.000e+00,1.000e+00,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
2.436e-01,0.000e+00,0.000e+00,0.000e+00
1.561e-01,1.561e-01,0.000e+00,0.000e+00
3.422e-01,3.322e-01,3.322e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
2.787e-01,0.000e+00,0.000e+00,0.000e+00
1.290e-01,1.407e-01,0.000e+00,0.000e+00
3.080e-01,3.080e-01,3.080e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.907e-01,0.000e+00,0.000e+00,0.000e+00
1.237e-01,1.548e-01,0.000e+00,0.000e+00
3.106e-01,3.387e-01,3.387e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.524e-01,0.000e+00,0.000e+00,0.000e+00
9.316e-02,1.284e-01,0.000e+00,0.000e+00
3.453e-01,3.453e-01,3.453e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
9.033e-02,0.000e+00,0.000e+00,0.000e+00
6.779e-02,1.164e-01,0.000e+00,0.000e+00
3.574e-01,2.854e-01,2.854e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
2.510e-02,0.000e+00,0.000e+00,0.000e+00
1.558e-01,2.342e-01,0.000e+00,0.000e+00
3.341e-01,2.909e-01,2.424e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
2.569e-02,0.000e+00,0.000e+00,0.000e+00
1.488e-01,2.236e-01,0.000e+00,0.000e+00
2.779e-01,2.315e-01,1.859e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
2.690e-02,0.000e+00,0.000e+00,0.000e+00
1.600e-01,2.404e-01,0.000e+00,0.000e+00
2.470e-01,1.983e-01,1.547e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
5.233e-02,0.000e+00,0.000e+00,0.000e+00
1.319e-01,2.468e-01,0.000e+00,0.000e+00
3.056e-01,1.595e-01,1.595e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
4.867e-02,0.000e+00,0.000e+00,0.000e+00
1.215e-01,2.274e-01,0.000e+00,0.000e+00
2.824e-01,1.473e-01,1.473e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
4.736e-02,0.000e+00,0.000e+00,0.000e+00
1.147e-01,2.147e-01,0.000e+00,0.000e+00
2.213e-01,1.386e-01,1.386e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
5.052e-02,0.000e+00,0.000e+00,0.000e+00
1.660e-01,2.569e-01,0.000e+00,0.000e+00
1.655e-01,1.291e-01,1.291e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
6.140e-02,0.000e+00,0.000e+00,0.000e+00
1.534e-01,1.920e-01,0.000e+00,0.000e+00
1.290e-01,1.290e-01,1.290e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
7.211e-02,0.000e+00,0.000e+00,0.000e+00
9.487e-02,1.308e-01,0.000e+00,0.000e+00
1.289e-01,1.289e-01,1.289e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
9.794e-02,0.000e+00,0.000e+00,0.000e+00
7.691e-02,7.691e-02,0.000e+00,0.000e+00
1.043e-01,1.043e-01,1.043e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.268e-01,0.000e+00,0.000e+00,0.000e+00
5.740e-02,6.891e-02,0.000e+00,0.000e+00
9.441e-02,9.441e-02,9.441e-02,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.436e-01,0.000e+00,0.000e+00,0.000e+00
5.491e-02,6.591e-02,0.000e+00,0.000e+00
8.871e-02,8.871e-02,8.871e-02,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.519e-01,0.000e+00,0.000e+00,0.000e+00
4.178e-02,6.245e-02,0.000e+00,0.000e+00
8.629e-02,8.629e-02,8.629e-02,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.371e-01,0.000e+00,0.000e+00,0.000e+00
4.477e-02,7.147e-02,0.000e+00,0.000e+00
1.030e-01,1.030e-01,1.030e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.466e-01,0.000e+00,0.000e+00,0.000e+00
4.339e-02,6.927e-02,0.000e+00,0.000e+00
1.000e-01,1.000e-01,1.000e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.394e-01,0.000e+00,0.000e+00,0.000e+00
5.503e-02,7.056e-02,0.000e+00,0.000e+00
1.112e-01,1.112e-01,1.112e-01,0.000e+00
